transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,total_amount,total_cost,net_profit
1105,2021-08-08 07:57:00,P0410,5,Americanexpress,374283017906579,F,2.95,2,4.09,8.18,5.9,2.2799999999999994
1106,2021-08-08 14:54:00,P0540,6,Visa,4041591901889221,F,18.72,2,20.69,41.38,37.44,3.940000000000005
1107,2021-08-08 15:19:00,P0356,7,Mastercard,5048370688650662,F,2.39,4,3.29,13.16,9.56,3.5999999999999996
1108,2021-08-08 15:51:00,P0331,7,Visa,4041597177347703,F,15.79,1,17.59,17.59,15.79,1.8000000000000007
1109,2021-08-08 16:10:00,P0711,6,Mastercard,5108751435418445,F,9.87,1,11.29,11.29,9.87,1.42
1110,2021-08-08 18:05:00,P0210,4,Unknown,3567518289334575,F,2.78,2,3.89,7.78,5.56,2.2200000000000006
1111,2021-08-09 03:55:00,P0268,5,Americanexpress,374283316103753,T,11.93,1,13.39,13.39,11.93,1.4600000000000009
1112,2021-08-09 04:32:00,P0403,6,Americanexpress,374283543342653,F,18.82,2,20.79,41.58,37.64,3.9399999999999977
1113,2021-08-09 05:41:00,P0623,10,Mastercard,5048377014987882,F,16.64,2,18.09,36.18,33.28,2.8999999999999986
1114,2021-08-09 07:51:00,P0408,4,Mastercard,5108751223422237,T,8.24,2,9.09,18.18,16.48,1.6999999999999993
1115,2021-08-09 08:03:00,P0343,6,Mastercard,5108750904505559,F,3.66,1,4.79,4.79,3.66,1.13
1116,2021-08-09 08:26:00,P0118,4,Visa,4041594651812,F,2.82,1,3.99,3.99,2.82,1.1700000000000004
1117,2021-08-09 09:14:00,P0547,8,Mastercard,5048370760506121,F,20.0,1,21.49,21.49,20.0,1.4899999999999984
1118,2021-08-09 09:30:00,P0526,6,Mastercard,5048379452622914,F,3.83,3,4.79,14.370000000000001,11.49,2.880000000000001
1119,2021-08-09 09:39:00,P0491,8,Americanexpress,374288971124457,F,18.0,1,19.59,19.59,18.0,1.5899999999999999
1120,2021-08-09 10:38:00,P0535,5,Mastercard,5048370400802450,T,12.16,4,13.69,54.76,48.64,6.119999999999997
1121,2021-08-09 10:43:00,P0235,8,Mastercard,5048372574910739,T,11.99,1,13.49,13.49,11.99,1.5
1122,2021-08-09 10:43:00,P0587,5,Visa,4041591920237881,F,13.88,2,14.89,29.78,27.76,2.0199999999999996
1123,2021-08-09 12:21:00,P0405,7,Americanexpress,374283922842208,F,18.2,1,19.99,19.99,18.2,1.7899999999999991
1124,2021-08-09 12:45:00,P0229,5,Mastercard,5108759624269537,F,12.15,4,13.69,54.76,48.6,6.159999999999997
1125,2021-08-09 12:46:00,P0649,6,Mastercard,5108759010492560,F,18.36,3,20.19,60.57000000000001,55.08,5.490000000000009
1126,2021-08-09 13:03:00,P0346,7,Mastercard,5048376627016352,F,12.21,2,13.79,27.58,24.42,3.1599999999999966
1127,2021-08-09 13:39:00,P0301,6,Visa,4041598355535,F,15.18,1,16.79,16.79,15.18,1.6099999999999994
1128,2021-08-09 19:59:00,P0249,9,Visa,4041596229245634,F,4.12,2,4.89,9.78,8.24,1.5399999999999991
1129,2021-08-09 21:24:00,P0163,9,Unknown,201411015357151,F,4.21,1,4.99,4.99,4.21,0.7800000000000002
1130,2021-08-09 21:45:00,P0416,7,Mastercard,5048374702187842,F,9.88,3,11.29,33.87,29.64,4.229999999999997
1131,2021-08-09 22:27:00,P0632,6,Visa,4041590181722136,F,7.68,4,8.29,33.16,30.72,2.4399999999999977
1132,2021-08-09 23:04:00,P0110,6,Mastercard,5108758791644993,F,14.28,3,15.19,45.57,42.839999999999996,2.730000000000004
1133,2021-08-10 01:46:00,P0474,8,Mastercard,5048371299026177,F,15.66,3,17.49,52.47,46.980000000000004,5.489999999999995
1134,2021-08-10 01:47:00,P0102,2,Mastercard,5108750359044492,F,16.26,1,17.99,17.99,16.26,1.7299999999999969
1135,2021-08-10 02:05:00,P0073,5,Visa,4041598907152,F,15.31,3,16.99,50.97,45.93,5.039999999999999
1136,2021-08-10 02:37:00,P0560,5,Visa,4041595559529666,F,1.4,1,1.69,1.69,1.4,0.29000000000000004
1137,2021-08-10 03:23:00,P0317,9,Americanexpress,374283962967089,F,16.83,3,18.19,54.57000000000001,50.489999999999995,4.0800000000000125
1138,2021-08-10 04:05:00,P0541,8,Americanexpress,374283714175908,F,2.8,1,3.89,3.89,2.8,1.0900000000000003
1139,2021-08-10 04:22:00,P0355,5,Americanexpress,374283314133752,T,6.54,2,7.89,15.78,13.08,2.6999999999999993
1140,2021-08-10 08:21:00,P0470,6,Mastercard,5048379839475630,F,18.14,3,19.89,59.67,54.42,5.25
1141,2021-08-10 12:23:00,P0145,9,Visa,4041596739482,F,4.03,1,4.89,4.89,4.03,0.8599999999999994
1142,2021-08-10 17:01:00,P0410,5,Mastercard,5048371609124183,F,2.95,6,4.09,24.54,17.700000000000003,6.839999999999996
1143,2021-08-10 17:29:00,P0136,5,Americanexpress,374288876553370,F,3.23,5,4.39,21.95,16.15,5.800000000000001
1144,2021-08-10 19:21:00,P0534,9,Mastercard,5048373812112757,F,7.63,1,8.29,8.29,7.63,0.6599999999999993
1145,2021-08-10 21:22:00,P0234,5,Mastercard,5048379281380130,F,3.13,3,4.29,12.870000000000001,9.39,3.4800000000000004
1146,2021-08-10 21:26:00,P0408,6,Mastercard,5108753437616620,T,8.24,2,9.09,18.18,16.48,1.6999999999999993
1147,2021-08-10 21:43:00,P0135,5,Mastercard,5108750952852689,F,2.03,1,2.59,2.59,2.03,0.56
1148,2021-08-10 22:34:00,P0436,3,Mastercard,5048379481783489,F,5.89,1,7.19,7.19,5.89,1.3000000000000007
1149,2021-08-10 22:40:00,P0486,5,Mastercard,5108759822993581,T,6.52,3,7.89,23.669999999999998,19.56,4.109999999999999
1150,2021-08-10 23:03:00,P0352,7,Visa,4041597676883679,F,2.04,2,2.59,5.18,4.08,1.0999999999999996
1151,2021-08-10 23:14:00,P0125,7,Visa,4041592714959557,F,0.81,4,1.59,6.36,3.24,3.12
1152,2021-08-11 00:09:00,P0616,6,Americanexpress,374288669038233,F,11.41,2,12.39,24.78,22.82,1.9600000000000009
1153,2021-08-11 01:59:00,P0211,6,Visa,4041594854101,F,17.54,3,18.69,56.07000000000001,52.62,3.45000000000001
1154,2021-08-11 02:04:00,P0459,3,Americanexpress,374283967124157,F,8.82,3,10.09,30.27,26.46,3.8099999999999987
1155,2021-08-11 02:05:00,P0080,6,Americanexpress,374283908444409,F,11.33,1,12.29,12.29,11.33,0.9599999999999991
1156,2021-08-11 02:24:00,P0438,8,Americanexpress,374288590203781,F,5.21,4,5.99,23.96,20.84,3.120000000000001
1157,2021-08-11 02:33:00,P0553,6,Americanexpress,374288381537991,F,6.79,3,7.99,23.97,20.37,3.599999999999998
1158,2021-08-11 03:05:00,P0365,8,Americanexpress,374288057012451,F,14.34,4,15.29,61.16,57.36,3.799999999999997
1159,2021-08-11 05:44:00,P0701,6,Americanexpress,374283620741165,F,11.06,1,11.69,11.69,11.06,0.629999999999999
1160,2021-08-11 06:26:00,P0177,3,Americanexpress,374288979023693,F,7.63,5,8.29,41.449999999999996,38.15,3.299999999999997
1161,2021-08-11 08:43:00,P0421,9,Visa,4041598816580274,F,13.89,1,14.89,14.89,13.89,1.0
1162,2021-08-11 10:15:00,P0427,9,Americanexpress,374283011497294,T,12.94,1,14.59,14.59,12.94,1.6500000000000004
1163,2021-08-11 10:25:00,P0319,2,Mastercard,5048374152043784,T,3.51,2,4.69,9.38,7.02,2.360000000000001
1164,2021-08-11 10:31:00,P0512,5,Mastercard,5048372993884622,F,15.55,1,17.39,17.39,15.55,1.8399999999999999
1165,2021-08-11 16:34:00,P0557,5,Visa,4041596915330,T,9.79,4,11.29,45.16,39.16,6.0
1166,2021-08-11 20:56:00,P0323,7,Mastercard,5108756929349907,T,0.34,1,1.29,1.29,0.34,0.95
1167,2021-08-11 22:21:00,P0276,5,Mastercard,5048372651332724,F,18.02,1,19.69,19.69,18.02,1.6700000000000017
1168,2021-08-12 01:24:00,P0593,6,Visa,4041595556049130,F,17.78,6,19.19,115.14000000000001,106.68,8.460000000000008
1169,2021-08-12 01:49:00,P0516,5,Visa,4041591616248,F,6.12,2,7.49,14.98,12.24,2.74
1170,2021-08-12 02:08:00,P0534,6,Americanexpress,374283233673292,F,7.63,4,8.29,33.16,30.52,2.639999999999997
1171,2021-08-12 02:15:00,P0193,4,Americanexpress,374288975141531,F,18.76,1,20.69,20.69,18.76,1.9299999999999997
1172,2021-08-12 02:47:00,P0133,7,Americanexpress,374288851308766,F,14.2,3,14.99,44.97,42.599999999999994,2.3700000000000045
1173,2021-08-12 03:14:00,P0492,6,Mastercard,5048371050192945,F,16.12,3,17.89,53.67,48.36,5.310000000000002
1174,2021-08-12 06:38:00,P0592,9,Americanexpress,374283642510051,F,7.44,5,8.29,41.449999999999996,37.2,4.249999999999993
1175,2021-08-12 06:39:00,P0395,7,Visa,4041590338700605,F,2.55,2,3.59,7.18,5.1,2.08
1176,2021-08-12 11:43:00,P0632,5,Mastercard,5108754682881745,F,7.68,1,8.29,8.29,7.68,0.6099999999999994
1177,2021-08-12 12:29:00,P0228,6,Visa,4041597299173557,F,0.09,2,1.09,2.18,0.18,2.0
1178,2021-08-12 12:45:00,P0571,6,Visa,4041595327826,F,4.35,3,4.99,14.97,13.049999999999999,1.9200000000000017
1179,2021-08-12 12:58:00,P0165,5,Americanexpress,374288537357245,T,0.94,1,1.59,1.59,0.94,0.6500000000000001
1180,2021-08-12 17:24:00,P0339,4,Americanexpress,374288990705054,F,19.62,2,21.39,42.78,39.24,3.539999999999999
1181,2021-08-12 20:06:00,P0209,9,Americanexpress,374283129239489,F,6.02,1,7.29,7.29,6.02,1.2700000000000005
1182,2021-08-12 20:58:00,P0579,8,Visa,4041594198707,F,19.5,1,21.29,21.29,19.5,1.7899999999999991
1183,2021-08-12 22:19:00,P0747,7,Mastercard,5108752747531933,T,14.79,6,16.19,97.14000000000001,88.74,8.40000000000002
1184,2021-08-12 22:22:00,P0202,6,Visa,4041590328000552,F,7.25,2,8.19,16.38,14.5,1.879999999999999
1185,2021-08-12 22:48:00,P0643,8,Americanexpress,374288331063262,F,17.61,2,18.89,37.78,35.22,2.5600000000000023
1186,2021-08-13 04:04:00,P0651,11,Unknown,6709138343072939,F,15.2,3,16.89,50.67,45.599999999999994,5.070000000000007
1187,2021-08-13 06:39:00,P0517,8,Visa,4041594880874,F,5.11,2,5.79,11.58,10.22,1.3599999999999994
1188,2021-08-13 07:20:00,P0444,8,Visa,4041590144111534,F,13.93,3,14.89,44.67,41.79,2.8800000000000026
1189,2021-08-13 07:36:00,P0640,4,Unknown,3554006797480853,F,9.92,1,11.29,11.29,9.92,1.3699999999999992
1190,2021-08-13 08:53:00,P0638,5,Mastercard,5048378584323029,F,16.92,1,18.19,18.19,16.92,1.2699999999999996
1191,2021-08-13 09:01:00,P0323,7,Mastercard,5108758661961691,F,0.34,3,1.29,3.87,1.02,2.85
1192,2021-08-13 09:20:00,P0382,2,Unknown,3564509526202827,F,14.22,1,15.09,15.09,14.22,0.8699999999999992
1193,2021-08-13 10:00:00,P0092,5,Visa,4041593667639212,T,3.11,1,4.29,4.29,3.11,1.1800000000000002
1194,2021-08-13 10:30:00,P0289,11,Americanexpress,374283132360330,F,12.12,1,13.69,13.69,12.12,1.5700000000000003
1195,2021-08-13 13:06:00,P0508,7,Visa,4041597860317419,F,7.67,2,8.29,16.58,15.34,1.2399999999999984
1196,2021-08-13 16:40:00,P0344,5,Americanexpress,374288035256667,T,9.86,1,11.29,11.29,9.86,1.4299999999999997
1197,2021-08-13 17:09:00,P0336,7,Mastercard,5048370203099783,F,8.17,2,8.89,17.78,16.34,1.4400000000000013
1198,2021-08-13 20:04:00,P0173,6,Mastercard,5108751050159365,F,0.93,1,1.59,1.59,0.93,0.66
1199,2021-08-13 21:43:00,P0287,7,Mastercard,5108752553554276,F,13.95,3,14.89,44.67,41.849999999999994,2.8200000000000074
1200,2021-08-13 21:52:00,P0379,3,Mastercard,5108758922952331,T,6.12,2,7.49,14.98,12.24,2.74
1201,2021-08-13 21:53:00,P0546,6,Mastercard,5108753614911323,F,3.2,1,4.39,4.39,3.2,1.1899999999999995
1202,2021-08-13 21:57:00,P0134,4,Visa,4041599760626741,T,10.28,3,11.49,34.47,30.839999999999996,3.6300000000000026
1203,2021-08-13 23:07:00,P0492,6,Visa,4041590225148603,F,16.12,3,17.89,53.67,48.36,5.310000000000002
1204,2021-08-14 00:39:00,P0525,5,Visa,4041595553769,F,13.86,2,14.89,29.78,27.72,2.0600000000000023
1205,2021-08-14 00:46:00,P0460,4,Americanexpress,374288182808781,F,4.37,3,4.99,14.97,13.11,1.8600000000000012
1206,2021-08-14 02:05:00,P0177,6,Americanexpress,374283480459270,F,7.63,1,8.29,8.29,7.63,0.6599999999999993
1207,2021-08-14 02:52:00,P0391,9,Visa,4041599292786294,F,1.6,1,1.79,1.79,1.6,0.18999999999999995
1208,2021-08-14 02:55:00,P0237,5,Mastercard,5108756632706849,F,10.43,2,11.49,22.98,20.86,2.120000000000001
1209,2021-08-14 05:10:00,P0092,6,Mastercard,5108751875637678,F,3.11,2,4.29,8.58,6.22,2.3600000000000003
1210,2021-08-14 05:26:00,P0585,6,Mastercard,5108755511247248,F,3.81,2,4.79,9.58,7.62,1.96
1211,2021-08-14 06:00:00,P0322,6,Visa,4041593369818411,F,13.65,4,14.89,59.56,54.6,4.960000000000001
1212,2021-08-14 10:58:00,P0448,8,Visa,4041591806500,F,7.11,1,8.19,8.19,7.11,1.0799999999999992
1213,2021-08-14 11:46:00,P0467,10,Americanexpress,374283135882751,F,4.66,4,4.99,19.96,18.64,1.3200000000000003
1214,2021-08-14 12:20:00,P0492,6,Americanexpress,374288999685737,F,16.12,1,17.89,17.89,16.12,1.7699999999999996
1215,2021-08-14 13:09:00,P0563,6,Visa,4041598383339,F,9.86,2,11.29,22.58,19.72,2.8599999999999994
1216,2021-08-14 17:07:00,P0169,4,Visa,4041592074246942,F,6.79,3,7.99,23.97,20.37,3.599999999999998
1217,2021-08-14 20:05:00,P0574,8,Visa,4041591832134,F,9.21,1,10.69,10.69,9.21,1.4799999999999986
1218,2021-08-14 20:53:00,P0321,8,Visa,4041590104811636,F,17.35,1,18.29,18.29,17.35,0.9399999999999977
1219,2021-08-14 21:21:00,P0243,6,Americanexpress,374283479072126,F,18.18,4,19.89,79.56,72.72,6.840000000000003
1220,2021-08-14 21:45:00,P0285,9,Mastercard,5048371095140974,F,2.73,3,3.79,11.370000000000001,8.19,3.1800000000000015
1221,2021-08-14 22:46:00,P0070,2,Visa,4041595217712,T,15.49,2,17.29,34.58,30.98,3.599999999999998
1222,2021-08-14 23:12:00,P0491,4,Mastercard,5048372840332262,F,18.0,1,19.59,19.59,18.0,1.5899999999999999
1223,2021-08-15 03:19:00,P0171,7,Mastercard,5108750089900443,F,5.57,1,6.69,6.69,5.57,1.12
1224,2021-08-15 07:00:00,P0193,5,Visa,4041591132089,F,18.76,6,20.69,124.14000000000001,112.56,11.580000000000013
1225,2021-08-15 08:31:00,P0302,6,Mastercard,5048377346705838,F,5.98,1,7.29,7.29,5.98,1.3099999999999996
1226,2021-08-15 11:37:00,P0498,3,Americanexpress,374283428396899,F,11.6,5,12.79,63.949999999999996,58.0,5.949999999999996
1227,2021-08-15 12:48:00,P0309,5,Americanexpress,374283336744107,F,18.17,3,19.89,59.67,54.510000000000005,5.159999999999997
1228,2021-08-15 17:05:00,P0426,8,Americanexpress,374283994698132,F,16.0,2,17.79,35.58,32.0,3.5799999999999983
1229,2021-08-15 18:05:00,P0499,6,Mastercard,5048372419353178,T,16.3,1,17.99,17.99,16.3,1.6899999999999977
1230,2021-08-15 21:13:00,P0569,5,Americanexpress,374283122553761,F,6.84,3,8.09,24.27,20.52,3.75
1231,2021-08-15 21:20:00,P0144,8,Visa,4041599980471464,F,4.51,1,4.99,4.99,4.51,0.4800000000000004
1232,2021-08-15 21:24:00,P0647,9,Mastercard,5048378996441872,F,8.91,1,10.29,10.29,8.91,1.379999999999999
1233,2021-08-15 21:57:00,P0240,5,Visa,4041597941038,T,1.27,2,1.69,3.38,2.54,0.8399999999999999
1234,2021-08-15 22:42:00,P0238,5,Mastercard,5108752694247756,F,6.0,2,7.29,14.58,12.0,2.58
1235,2021-08-16 00:15:00,P0520,7,Mastercard,5048378725793494,F,18.18,2,19.89,39.78,36.36,3.4200000000000017
1236,2021-08-16 06:54:00,P0504,7,Mastercard,5108757256731501,F,3.38,1,4.59,4.59,3.38,1.21
1237,2021-08-16 07:14:00,P0738,8,Visa,4041590178506922,F,15.42,2,17.19,34.38,30.84,3.5400000000000027
1238,2021-08-16 07:39:00,P0735,12,Americanexpress,374283916891278,F,6.74,1,7.99,7.99,6.74,1.25
1239,2021-08-16 11:26:00,P0208,5,Visa,4041593741703554,T,4.0,3,4.89,14.669999999999998,12.0,2.669999999999998
1240,2021-08-16 13:32:00,P0746,4,Visa,4041595693466,F,6.57,1,7.89,7.89,6.57,1.3199999999999994
1241,2021-08-16 16:40:00,P0115,7,Americanexpress,374283107082273,F,5.84,1,7.09,7.09,5.84,1.25
1242,2021-08-16 16:52:00,P0448,6,Unknown,4041591019849,F,7.11,1,8.19,8.19,7.11,1.0799999999999992
1243,2021-08-16 18:47:00,P0309,7,Americanexpress,374283517420345,F,18.17,4,19.89,79.56,72.68,6.8799999999999955
1244,2021-08-16 19:01:00,P0555,6,Visa,4041599441250,T,19.13,1,21.09,21.09,19.13,1.9600000000000009
1245,2021-08-16 20:09:00,P0186,5,Unknown,3585887109291937,F,11.46,1,12.49,12.49,11.46,1.0299999999999994
1246,2021-08-16 20:39:00,P0628,7,Americanexpress,374283276779089,F,16.23,3,17.99,53.97,48.69,5.280000000000001
1247,2021-08-17 01:29:00,P0525,4,Visa,4041596190973636,F,13.86,1,14.89,14.89,13.86,1.0300000000000011
1248,2021-08-17 03:33:00,P0462,5,Mastercard,5108750751803230,F,14.63,6,15.89,95.34,87.78,7.560000000000002
1249,2021-08-17 04:36:00,P0259,7,Visa,4041599739786,F,5.21,1,5.99,5.99,5.21,0.7800000000000002
1250,2021-08-17 04:37:00,P0425,2,Mastercard,5108753301126896,F,10.49,3,11.49,34.47,31.47,3.0
1251,2021-08-17 05:43:00,P0683,7,Americanexpress,374283267577633,T,11.0,1,11.59,11.59,11.0,0.5899999999999999
1252,2021-08-17 06:20:00,P0049,6,Mastercard,5108752190015277,F,19.78,2,21.39,42.78,39.56,3.219999999999999
1253,2021-08-17 06:22:00,P0412,7,Americanexpress,374283500295621,F,16.11,1,17.89,17.89,16.11,1.7800000000000011
1254,2021-08-17 08:13:00,P0275,7,Mastercard,5108754832276119,F,9.06,2,10.49,20.98,18.12,2.8599999999999994
1255,2021-08-17 08:35:00,P0602,11,Americanexpress,374288098982811,F,15.81,1,17.59,17.59,15.81,1.7799999999999994
1256,2021-08-17 09:02:00,P0066,6,Americanexpress,374288017085712,F,9.89,1,11.29,11.29,9.89,1.3999999999999986
1257,2021-08-17 12:28:00,P0463,8,Unknown,3589459259940691,F,12.96,1,14.59,14.59,12.96,1.629999999999999
1258,2021-08-17 22:03:00,P0637,8,Visa,4041599252869593,T,15.32,4,17.09,68.36,61.28,7.079999999999998
1259,2021-08-17 23:19:00,P0469,6,Mastercard,5048371017364553,F,0.92,1,1.59,1.59,0.92,0.67
1260,2021-08-18 00:56:00,P0524,2,Unknown,4508177232095773,F,10.66,1,11.59,11.59,10.66,0.9299999999999997
1261,2021-08-18 05:30:00,P0124,7,Visa,4041591524947,F,0.87,2,1.59,3.18,1.74,1.4400000000000002
1262,2021-08-18 06:01:00,P0369,4,Americanexpress,374283829570548,F,8.08,2,8.79,17.58,16.16,1.4199999999999982
1263,2021-08-18 08:25:00,P0436,9,Americanexpress,374283672925211,F,5.89,3,7.19,21.57,17.669999999999998,3.900000000000002
1264,2021-08-18 10:02:00,P0610,7,Unknown,3582938385545943,F,5.58,2,6.69,13.38,11.16,2.2200000000000006
1265,2021-08-18 10:12:00,P0420,4,Americanexpress,374283735828170,F,18.06,1,19.69,19.69,18.06,1.6300000000000026
1266,2021-08-18 11:16:00,P0368,5,Unknown,201489355506322,F,9.52,1,10.99,10.99,9.52,1.4700000000000006
1267,2021-08-18 11:53:00,P0750,7,Americanexpress,374288397268912,F,18.5,2,20.39,40.78,37.0,3.780000000000001
1268,2021-08-18 12:22:00,P0602,9,Mastercard,5108753131240693,F,15.81,4,17.59,70.36,63.24,7.119999999999997
1269,2021-08-18 16:17:00,P0312,7,Unknown,5602239131987297722,F,17.43,1,18.49,18.49,17.43,1.0599999999999987
1270,2021-08-18 17:07:00,P0089,6,Visa,4041595342973,F,12.63,1,14.29,14.29,12.63,1.6599999999999984
1271,2021-08-18 18:12:00,P0271,3,Visa,4041591952225069,F,15.16,1,16.79,16.79,15.16,1.629999999999999
1272,2021-08-18 19:39:00,P0204,6,Mastercard,5048371246688673,F,9.72,1,11.19,11.19,9.72,1.4699999999999989
1273,2021-08-18 20:02:00,P0216,10,Americanexpress,374288467989595,F,13.96,3,14.89,44.67,41.88,2.789999999999999
1274,2021-08-18 21:38:00,P0029,5,Americanexpress,374288303092281,F,5.05,3,5.69,17.07,15.149999999999999,1.9200000000000017
1275,2021-08-18 22:18:00,P0713,5,Visa,4041595933246847,F,11.32,5,12.29,61.449999999999996,56.6,4.849999999999994
1276,2021-08-19 02:28:00,P0439,6,Visa,4041592891688771,F,18.12,3,19.79,59.37,54.36,5.009999999999998
1277,2021-08-19 09:21:00,P0520,7,Americanexpress,374288453044652,F,18.18,4,19.89,79.56,72.72,6.840000000000003
1278,2021-08-19 14:46:00,P0520,5,Mastercard,5048376290801130,F,18.18,3,19.89,59.67,54.54,5.130000000000003
1279,2021-08-19 22:13:00,P0435,8,Americanexpress,374283728277609,F,7.88,1,8.39,8.39,7.88,0.5100000000000007
1280,2021-08-19 23:07:00,P0023,6,Mastercard,5108757987059776,F,17.79,4,19.19,76.76,71.16,5.6000000000000085
1281,2021-08-19 23:27:00,P0215,7,Americanexpress,374283401005400,F,0.81,2,1.59,3.18,1.62,1.56
1282,2021-08-20 06:18:00,P0210,1,Americanexpress,374288334973228,F,2.78,1,3.89,3.89,2.78,1.1100000000000003
1283,2021-08-20 06:30:00,P0200,5,Mastercard,5108750051495539,F,19.29,1,21.19,21.19,19.29,1.9000000000000021
1284,2021-08-20 11:01:00,P0151,8,Mastercard,5048379743347263,F,16.15,1,17.89,17.89,16.15,1.740000000000002
1285,2021-08-20 13:57:00,P0229,1,Mastercard,5048375376874532,F,12.15,2,13.69,27.38,24.3,3.0799999999999983
1286,2021-08-20 16:15:00,P0014,7,Americanexpress,374283784075210,F,1.61,5,1.79,8.95,8.05,0.8999999999999986
1287,2021-08-20 18:59:00,P0206,8,Visa,4041595434735660,F,0.58,2,1.49,2.98,1.16,1.82
1288,2021-08-21 03:23:00,P0580,4,Visa,4041595865304,F,3.39,1,4.59,4.59,3.39,1.1999999999999997
1289,2021-08-21 04:10:00,P0511,6,Americanexpress,374283090315292,T,7.06,2,8.19,16.38,14.12,2.26
1290,2021-08-21 07:36:00,P0278,5,Mastercard,5108753429130911,F,13.24,2,14.69,29.38,26.48,2.8999999999999986
1291,2021-08-21 07:38:00,P0190,6,Mastercard,5108759276589406,F,18.93,3,20.89,62.67,56.79,5.880000000000003
1292,2021-08-21 13:25:00,P0565,9,Visa,4041591915053,T,16.25,2,17.99,35.98,32.5,3.479999999999997
1293,2021-08-21 15:20:00,P0606,5,Visa,4041597134202165,F,14.31,3,15.19,45.57,42.93,2.6400000000000006
1294,2021-08-21 18:00:00,P0258,7,Mastercard,5048375160275375,F,16.65,2,18.09,36.18,33.3,2.8800000000000026
1295,2021-08-21 18:44:00,P0347,7,Americanexpress,374283504842030,F,5.37,1,6.29,6.29,5.37,0.9199999999999999
1296,2021-08-21 20:32:00,P0243,7,Americanexpress,374283712220714,F,18.18,2,19.89,39.78,36.36,3.4200000000000017
1297,2021-08-22 01:13:00,P0278,6,Americanexpress,374283264077843,F,13.24,2,14.69,29.38,26.48,2.8999999999999986
1298,2021-08-22 02:54:00,P0312,3,Visa,4041595782871,F,17.43,2,18.49,36.98,34.86,2.1199999999999974
1299,2021-08-22 10:10:00,P0400,8,Mastercard,5108753409233917,F,6.39,1,7.69,7.69,6.39,1.3000000000000007
1300,2021-08-22 10:50:00,P0227,6,Visa,4041595003860279,F,7.59,1,8.29,8.29,7.59,0.6999999999999993
1301,2021-08-22 13:30:00,P0552,5,Mastercard,5048371979374038,F,11.36,3,12.29,36.87,34.08,2.789999999999999
1302,2021-08-22 18:42:00,P0625,6,Mastercard,5108751383767496,F,5.15,3,5.89,17.669999999999998,15.450000000000001,2.219999999999997
1303,2021-08-22 18:49:00,P0259,6,Mastercard,5048373834767976,F,5.21,3,5.99,17.97,15.629999999999999,2.34
1304,2021-08-22 21:33:00,P0152,8,Visa,4041594690189290,F,16.33,3,17.99,53.97,48.989999999999995,4.980000000000004
1305,2021-08-22 23:39:00,P0513,8,Mastercard,5048379038824646,F,0.97,1,1.59,1.59,0.97,0.6200000000000001
1306,2021-08-23 01:11:00,P0264,6,Visa,4041592453789025,T,4.11,3,4.89,14.669999999999998,12.330000000000002,2.3399999999999963
1307,2021-08-23 02:25:00,P0268,7,Visa,4041598665173148,F,11.93,1,13.39,13.39,11.93,1.4600000000000009
1308,2021-08-23 04:43:00,P0552,7,Americanexpress,374288412083536,F,11.36,4,12.29,49.16,45.44,3.719999999999999
1309,2021-08-23 05:25:00,P0026,5,Americanexpress,374283722088036,F,13.19,2,14.69,29.38,26.38,3.0
1310,2021-08-23 06:48:00,P0056,7,Visa,4041597255912816,F,5.95,1,7.19,7.19,5.95,1.2400000000000002
1311,2021-08-23 07:48:00,P0175,7,Visa,4041593675192,F,10.26,2,11.49,22.98,20.52,2.460000000000001
1312,2021-08-23 11:02:00,P0170,6,Americanexpress,374283751787862,F,8.13,5,8.89,44.45,40.650000000000006,3.799999999999997
1313,2021-08-23 13:14:00,P0608,8,Visa,4041594825451136,F,11.04,3,11.69,35.07,33.12,1.9500000000000028
1314,2021-08-23 15:19:00,P0409,6,Visa,4041594544801,T,18.03,2,19.69,39.38,36.06,3.3200000000000003
1315,2021-08-23 22:56:00,P0398,8,Visa,4041599995321,F,1.75,2,2.09,4.18,3.5,0.6799999999999997
1316,2021-08-23 23:51:00,P0625,5,Americanexpress,374283590554259,F,5.15,3,5.89,17.669999999999998,15.450000000000001,2.219999999999997
1317,2021-08-24 00:30:00,P0504,6,Americanexpress,374288203706790,T,3.38,1,4.59,4.59,3.38,1.21
1318,2021-08-24 04:15:00,P0712,4,Visa,4041590144200,F,17.46,1,18.59,18.59,17.46,1.129999999999999
1319,2021-08-24 08:13:00,P0310,8,Americanexpress,374283937790574,F,14.48,2,15.59,31.18,28.96,2.219999999999999
1320,2021-08-24 08:18:00,P0401,7,Visa,4041593357480414,F,16.69,2,18.09,36.18,33.38,2.799999999999997
1321,2021-08-24 08:19:00,P0533,7,Visa,4041594065880,F,1.5,4,1.69,6.76,6.0,0.7599999999999998
1322,2021-08-24 10:13:00,P0442,6,Mastercard,5048371681296487,F,14.89,2,16.39,32.78,29.78,3.0
1323,2021-08-24 11:59:00,P0467,3,Mastercard,5108759140613218,F,4.66,2,4.99,9.98,9.32,0.6600000000000001
1324,2021-08-24 14:54:00,P0575,8,Americanexpress,374288725813884,F,2.81,4,3.99,15.96,11.24,4.720000000000001
1325,2021-08-24 15:15:00,P0196,8,Americanexpress,374288425065694,F,13.84,2,14.89,29.78,27.68,2.1000000000000014
